isic_id,CI_name
ISIC_6866262,CI_14465146
ISIC_6867242,CI_14092238
ISIC_6871942,CI_11042322
ISIC_6875745,CI_16195838
ISIC_6883317,CI_10093874
ISIC_6889402,CI_10420594
ISIC_6890961,CI_11402963
ISIC_6897540,CI_15440211
ISIC_6915882,CI_11321532
ISIC_6920683,CI_11484706
ISIC_6939823,CI_10045375
ISIC_6946803,CI_11551270
ISIC_6948176,CI_09035824
ISIC_6949373,CI_17321984
ISIC_6951477,CI_13344675
ISIC_6969292,CI_15091540
ISIC_6988698,CI_14333461
ISIC_6989261,CI_09070313
ISIC_6999149,CI_16593605
ISIC_7011923,CI_08453529
ISIC_7012810,CI_15102836
ISIC_7014017,CI_13403153
ISIC_7031405,CI_15312819
ISIC_7078388,CI_14513895
ISIC_7078501,CI_11234335
ISIC_7078944,CI_08485102
ISIC_7083060,CI_10004483
ISIC_7090336,CI_10275757
ISIC_7093108,CI_13251573
ISIC_7096885,CI_13430441
ISIC_7102039,CI_10322091
ISIC_7108785,CI_10490548
ISIC_7109491,CI_14020479
ISIC_7109857,CI_15090383
ISIC_7110531,CI_12171084
ISIC_7118325,CI_09515050
ISIC_7126269,CI_16020917
ISIC_7126708,CI_16032434
ISIC_7133618,CI_10205771
ISIC_7137230,CI_10430999
ISIC_7143489,CI_16061460
ISIC_7149838,CI_10065663
ISIC_7153852,CI_13200675
ISIC_7154536,CI_10144141
ISIC_7155969,CI_08580191
ISIC_7156962,CI_15163727
ISIC_7166827,CI_11163688
ISIC_7171032,CI_10292791
ISIC_7175579,CI_14505178
ISIC_7180218,CI_13385782
ISIC_7183651,CI_13294078
ISIC_7191988,CI_14503902
ISIC_7196573,CI_11325131
ISIC_7217456,CI_15545880
ISIC_7218916,CI_10105182
ISIC_7221969,CI_13250963
ISIC_7232445,CI_16062165
ISIC_7235128,CI_12030811
ISIC_7240363,CI_13392527
ISIC_7241668,CI_15122581
ISIC_7252263,CI_14535699
ISIC_7260982,CI_11230580
ISIC_7261379,CI_08031109
ISIC_7264353,CI_09235533
ISIC_7265115,CI_09170336
ISIC_7268223,CI_15580183
ISIC_7273804,CI_16583372
ISIC_7294776,CI_15202005
ISIC_7303073,CI_11093640
ISIC_7323448,CI_15442425
ISIC_7324950,CI_10133677
ISIC_7328646,CI_14161358
ISIC_7341225,CI_11391247
ISIC_7347156,CI_14460849
ISIC_7349440,CI_16430063
ISIC_7362828,CI_13311543
ISIC_7373609,CI_09202730
ISIC_7380754,CI_09221024
ISIC_7381816,CI_11511897
ISIC_7383685,CI_15451237
ISIC_7384432,CI_14155725
ISIC_7402662,CI_15012080
ISIC_7407079,CI_15383407
ISIC_7408991,CI_13323869
ISIC_7410963,CI_15180997
ISIC_7414188,CI_11585149
ISIC_7427536,CI_13041737
ISIC_7429270,CI_10515850
ISIC_7437913,CI_15021111
ISIC_7451283,CI_09190251
ISIC_7453676,CI_13444351
ISIC_7460002,CI_10561213
ISIC_7462953,CI_15194436
ISIC_7466175,CI_14163201
ISIC_7474718,CI_11523574
ISIC_7476070,CI_10111358
ISIC_7476613,CI_15092606
ISIC_7481964,CI_15021485
ISIC_7484771,CI_15035399
ISIC_7485852,CI_12551121
ISIC_7488034,CI_10305732
ISIC_7489521,CI_11275519
ISIC_7495808,CI_07575585
ISIC_7508477,CI_11384138
ISIC_7510790,CI_09514085
ISIC_7528364,CI_09404079
ISIC_7529314,CI_12503287
ISIC_7540782,CI_10264096
ISIC_7544286,CI_09180818
ISIC_7545432,CI_17234529
ISIC_7556680,CI_11491121
ISIC_7569242,CI_14564976
ISIC_7574976,CI_14115400
ISIC_7584363,CI_10485090
ISIC_7589290,CI_12130061
ISIC_7603455,CI_07512333
ISIC_7631044,CI_10264001
ISIC_7633204,CI_11335528
ISIC_7634311,CI_08220217
ISIC_7651745,CI_11294080
ISIC_7654194,CI_10024723
ISIC_7659537,CI_16242847
ISIC_7664219,CI_11370149
ISIC_7673152,CI_10504984
ISIC_7674295,CI_10012648
ISIC_7679270,CI_11193060
ISIC_7683429,CI_16173196
ISIC_7683745,CI_14511713
ISIC_7697150,CI_09420267
ISIC_7705774,CI_13371747
ISIC_7706640,CI_10273976
ISIC_7710386,CI_10282930
ISIC_7714994,CI_15144879
ISIC_7732458,CI_09593511
ISIC_7744063,CI_08021247
ISIC_7745953,CI_11593377
ISIC_7747636,CI_15224945
ISIC_7747998,CI_11281080
ISIC_7751373,CI_15332779
ISIC_7765349,CI_17070831
ISIC_7779198,CI_10070929
ISIC_7781907,CI_13333759
ISIC_7783826,CI_14022914
ISIC_7784603,CI_09295112
ISIC_7797007,CI_09400237
ISIC_7797655,CI_09423506
ISIC_7803822,CI_16085703
ISIC_7820852,CI_15435402
ISIC_7826735,CI_14540568
ISIC_7827407,CI_10485680
ISIC_7830960,CI_14095484
ISIC_7837335,CI_15341067
ISIC_7839712,CI_09562742
ISIC_7852467,CI_13010004
ISIC_7875640,CI_13471639
ISIC_7880127,CI_11085318
ISIC_7883190,CI_13521970
ISIC_7895545,CI_12091187
ISIC_7898061,CI_14072623
ISIC_7898880,CI_12235166
ISIC_7899041,CI_13505965
ISIC_7904757,CI_12133342
ISIC_7914731,CI_11503094
ISIC_7917197,CI_15192241
ISIC_7917871,CI_11522129
ISIC_7922659,CI_16343272
ISIC_7925908,CI_10124670
ISIC_7938135,CI_15475053
ISIC_7942881,CI_10571025
ISIC_7946161,CI_14565691
ISIC_7949933,CI_09223537
ISIC_7961039,CI_12592862
ISIC_7968881,CI_11270924
ISIC_7969855,CI_13554804
ISIC_7979899,CI_15053564
ISIC_7980127,CI_14242061
ISIC_7981712,CI_10543014
ISIC_7993120,CI_14212789
ISIC_8002685,CI_14134764
ISIC_8010397,CI_10123010
ISIC_8012699,CI_09061179
ISIC_8014228,CI_13521505
ISIC_8023672,CI_16241241
ISIC_8035687,CI_14423970
ISIC_8040068,CI_10564578
ISIC_8061603,CI_15200630
ISIC_8062902,CI_10330288
ISIC_8073555,CI_09161264
ISIC_8079352,CI_13222200
ISIC_8080515,CI_14511784
ISIC_8083744,CI_11390060
ISIC_8087949,CI_13523034
ISIC_8103152,CI_14561254
ISIC_8108099,CI_16032574
ISIC_8115943,CI_09284409
ISIC_8124910,CI_10321242
ISIC_8135931,CI_11515848
ISIC_8138363,CI_10180675
ISIC_8144369,CI_15462641
ISIC_8152966,CI_11173660
ISIC_8168701,CI_09075914
ISIC_8188974,CI_16170887
ISIC_8190955,CI_13373614
ISIC_8197653,CI_11105210
ISIC_8198928,CI_14143445
ISIC_8200265,CI_12031192
ISIC_8205812,CI_12281804
ISIC_8212790,CI_15585669
ISIC_8234773,CI_11114545
ISIC_8244535,CI_09135721
ISIC_8255784,CI_14501067
ISIC_8263857,CI_12123623
ISIC_8288855,CI_14532471
ISIC_8291849,CI_13243618
ISIC_8298139,CI_16264284
ISIC_8319867,CI_10271505
ISIC_8329541,CI_11070124
ISIC_8339416,CI_09305906
ISIC_8344345,CI_10112448
ISIC_8356405,CI_11384617
ISIC_8370088,CI_11541847
ISIC_8375567,CI_11220970
ISIC_8381252,CI_13285665
ISIC_8390159,CI_14203123
ISIC_8399373,CI_10004955
ISIC_8400705,CI_08473420
ISIC_8403152,CI_11335441
ISIC_8412624,CI_15165987
ISIC_8415868,CI_10253617
ISIC_8423078,CI_09013134
ISIC_8427534,CI_16453023
ISIC_8431340,CI_13443997
ISIC_8436194,CI_16143079
ISIC_8458339,CI_13530500
ISIC_8464434,CI_14424271
ISIC_8468455,CI_10451097
ISIC_8468832,CI_10512576
ISIC_8472933,CI_09390045
ISIC_8495841,CI_09532834
ISIC_8502411,CI_10340586
ISIC_8502689,CI_11243204
ISIC_8504492,CI_11565951
ISIC_8509219,CI_09471720
ISIC_8513151,CI_12324831
ISIC_8514630,CI_08563615
ISIC_8535481,CI_15445483
ISIC_8541813,CI_11300115
ISIC_8560106,CI_14031077
ISIC_8563029,CI_13323949
ISIC_8565608,CI_16174044
ISIC_8568000,CI_15273989
ISIC_8581475,CI_10385442
ISIC_8582111,CI_15353543
ISIC_8583441,CI_08370490
ISIC_8586456,CI_13270054
ISIC_8591741,CI_14254239
ISIC_8596479,CI_10183550
ISIC_8598119,CI_14501211
ISIC_8600962,CI_14090378
ISIC_8611644,CI_09465647
ISIC_8624049,CI_16002757
ISIC_8625813,CI_15241098
ISIC_8636116,CI_14051908
ISIC_8645393,CI_17001233
ISIC_8653978,CI_14482466
ISIC_8672974,CI_11530170
ISIC_8680647,CI_14450878
ISIC_8694075,CI_09421835
ISIC_8705318,CI_13050239
ISIC_8708106,CI_14513986
ISIC_8708893,CI_14545259
ISIC_8711280,CI_07425039
ISIC_8711662,CI_16173108
ISIC_8712559,CI_10175926
ISIC_8723509,CI_09365571
ISIC_8732565,CI_14262605
ISIC_8752021,CI_14382594
ISIC_8784635,CI_17015959
ISIC_8790255,CI_09592350
ISIC_8795050,CI_13532085
ISIC_8806986,CI_14085268
ISIC_8813701,CI_10294692
ISIC_8813982,CI_09462757
ISIC_8815430,CI_14551368
ISIC_8821742,CI_16281718
ISIC_8826496,CI_11474859
ISIC_8827801,CI_15471303
ISIC_8830487,CI_08163509
ISIC_8838144,CI_16110888
ISIC_8839489,CI_14433989
ISIC_8842001,CI_10015239
ISIC_8863344,CI_14045238
ISIC_8863818,CI_13245360
ISIC_8868892,CI_17081201
ISIC_8869929,CI_10322008
ISIC_8871930,CI_16002466
ISIC_8872225,CI_15545262
ISIC_8877949,CI_13593702
ISIC_8888094,CI_15265025
ISIC_8892662,CI_09453408
ISIC_8897775,CI_15481119
ISIC_8899684,CI_09520804
ISIC_8900920,CI_10230271
ISIC_8901133,CI_10355922
ISIC_8903875,CI_10405863
ISIC_8913309,CI_11215692
ISIC_8917575,CI_12445656
ISIC_8923373,CI_09082212
ISIC_8933698,CI_12342650
ISIC_8937746,CI_13514726
ISIC_8939957,CI_11153635
ISIC_8947891,CI_13345380
ISIC_8980141,CI_10150491
ISIC_8988016,CI_10084433
ISIC_8994087,CI_10383240
ISIC_8997516,CI_14173371
ISIC_9007375,CI_09025164
ISIC_9007400,CI_14292740
ISIC_9010543,CI_08083786
ISIC_9017207,CI_12293201
ISIC_9045599,CI_11400894
ISIC_9048840,CI_12020523
ISIC_9060583,CI_09541752
ISIC_9069120,CI_10512063
ISIC_9074326,CI_11495494
ISIC_9076510,CI_14532795
ISIC_9084060,CI_17443762
ISIC_9091604,CI_13305792
ISIC_9094343,CI_13541879
ISIC_9101387,CI_12022564
ISIC_9104229,CI_16015610
ISIC_9108366,CI_08472074
ISIC_9122199,CI_12242298
ISIC_9130035,CI_14294077
ISIC_9141817,CI_11102291
ISIC_9143194,CI_09341052
ISIC_9152603,CI_10065327
ISIC_9154716,CI_12482658
ISIC_9156630,CI_09491939
ISIC_9183913,CI_17151340
ISIC_9185856,CI_12555555
ISIC_9187590,CI_12095205
ISIC_9196954,CI_16123140
ISIC_9202586,CI_14221182
ISIC_9210086,CI_13494501
ISIC_9219356,CI_10062913
ISIC_9223727,CI_10211545
ISIC_9226804,CI_09533484
ISIC_9229959,CI_09263705
ISIC_9234782,CI_14390655
ISIC_9241446,CI_11423332
ISIC_9251640,CI_10284768
ISIC_9254641,CI_13320744
ISIC_9256811,CI_10121406
ISIC_9260193,CI_11215863
ISIC_9262654,CI_08310891
ISIC_9269907,CI_08085709
ISIC_9283037,CI_10452063
ISIC_9304776,CI_13334162
ISIC_9311922,CI_15443413
ISIC_9323064,CI_11442898
ISIC_9324976,CI_13315985
ISIC_9327577,CI_09524589
ISIC_9335652,CI_11250252
ISIC_9348198,CI_10491479
ISIC_9353578,CI_12312522
ISIC_9357335,CI_16564529
ISIC_9358012,CI_10040221
ISIC_9377355,CI_09214125
ISIC_9377882,CI_09270909
ISIC_9380014,CI_17071306
ISIC_9380414,CI_11533739
ISIC_9384946,CI_14063653
ISIC_9385587,CI_11094557
ISIC_9389785,CI_09333997
ISIC_9401172,CI_15591410
ISIC_9415945,CI_11051524
ISIC_9428465,CI_14122294
ISIC_9432999,CI_11232035
ISIC_9437700,CI_14074928
ISIC_9438037,CI_15531040
ISIC_9444659,CI_11134452
ISIC_9452568,CI_12115596
ISIC_9452609,CI_12165552
ISIC_9465773,CI_15422799
ISIC_9476244,CI_10474067
ISIC_9485600,CI_08363168
ISIC_9487340,CI_09542184
ISIC_9531992,CI_15203399
ISIC_9535192,CI_15042306
ISIC_9536802,CI_08062638
ISIC_9537942,CI_13441315
ISIC_9543704,CI_16470439
ISIC_9545547,CI_13360890
ISIC_9552204,CI_15402809
ISIC_9568217,CI_12111522
ISIC_9568327,CI_10191436
ISIC_9592626,CI_16303450
ISIC_9603768,CI_13545742
ISIC_9611124,CI_11352387
ISIC_9631487,CI_15034021
ISIC_9641799,CI_14241023
ISIC_9643462,CI_16040513
ISIC_9654132,CI_10134219
ISIC_9655457,CI_15540358
ISIC_9660623,CI_10260731
ISIC_9690971,CI_17072629
ISIC_9696015,CI_14575388
ISIC_9699426,CI_16384975
ISIC_9725795,CI_13285668
ISIC_9740245,CI_12041850
ISIC_9744305,CI_10294624
ISIC_9746722,CI_11372226
ISIC_9750445,CI_14022568
ISIC_9766688,CI_16013832
ISIC_9767513,CI_11430740
ISIC_9771533,CI_12254400
ISIC_9772863,CI_10460830
ISIC_9780632,CI_09223813
ISIC_9784994,CI_13573971
ISIC_9787166,CI_10133835
ISIC_9803809,CI_09204077
ISIC_9819334,CI_12060153
ISIC_9830189,CI_09042721
ISIC_9848065,CI_08491431
ISIC_9860255,CI_08202053
ISIC_9862922,CI_11002436
ISIC_9865488,CI_13101495
ISIC_9870600,CI_16492036
ISIC_9879802,CI_11432491
ISIC_9886430,CI_11222746
ISIC_9899364,CI_16313700
ISIC_9905625,CI_14090228
ISIC_9927015,CI_16362476
ISIC_9927486,CI_13330648
ISIC_9957272,CI_10334814
ISIC_9961567,CI_13094208
ISIC_9963174,CI_10183495
